"#chr" "region_id" "TSS" "start" "end" "contexts" "original_data"
"chr2" "ENSG00000169047" 226799820 224680000 227880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169047.univariate_twas_weights.rds"
"chr13" "ENSG00000169062" 114281601 110200000 114364328 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169062.univariate_twas_weights.rds"
"chr3" "ENSG00000169064" 167407874 165200000 169120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169064.univariate_twas_weights.rds"
"chr9" "ENSG00000169071" 91950228 90563091 92950228 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169071.univariate_twas_weights.rds"
"chr8" "ENSG00000169085" 66493520 65493519 68560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169085.univariate_twas_weights.rds"
"chr3" "ENSG00000169087" 122793831 121739999 123880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169087.univariate_twas_weights.rds"
"chr15" "ENSG00000169105" 40470984 38720000 43800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169105.univariate_twas_weights.rds"
"chr4" "ENSG00000169116" 74933095 73000000 76050115 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169116.univariate_twas_weights.rds"
"chr15" "ENSG00000169118" 64356173 62720000 65480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169118.univariate_twas_weights.rds"
"chr8" "ENSG00000169122" 57994509 56040000 59204279 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169122.univariate_twas_weights.rds"
"chr10" "ENSG00000169126" 27999079 26775186 28999079 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169126.univariate_twas_weights.rds"
"chr10" "ENSG00000169129" 114404756 113294824 115404756 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169129.univariate_twas_weights.rds"
"chr5" "ENSG00000169131" 178730659 177280000 181538259 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169131.univariate_twas_weights.rds"
"chr19" "ENSG00000169136" 49928702 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169136.univariate_twas_weights.rds"
"chr8" "ENSG00000169139" 48008415 47008414 49064708 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169139.univariate_twas_weights.rds"
"chr9" "ENSG00000169155" 126805006 124760000 128280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169155.univariate_twas_weights.rds"
"chr19" "ENSG00000169169" 49690898 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169169.univariate_twas_weights.rds"
"chr1" "ENSG00000169174" 55039447 54039446 56800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169174.univariate_twas_weights.rds"
"chr16" "ENSG00000169180" 28211965 25040000 29600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169180.univariate_twas_weights.rds"
"chr16" "ENSG00000169181" 28063714 25040000 29600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169181.univariate_twas_weights.rds"
"chr22" "ENSG00000169184" 27801756 26360000 29360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169184.univariate_twas_weights.rds"
"chr16" "ENSG00000169189" 27268772 25040000 29600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169189.univariate_twas_weights.rds"
"chr7" "ENSG00000169193" 23597382 22520000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169193.univariate_twas_weights.rds"
"chr5" "ENSG00000169194" 132656263 131656262 135000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169194.univariate_twas_weights.rds"
"chr16" "ENSG00000169203" 29505999 25040000 34000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169203.univariate_twas_weights.rds"
"chr1" "ENSG00000169213" 51990700 50360000 53440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169213.univariate_twas_weights.rds"
"chr16" "ENSG00000169217" 30355308 28360000 34000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169217.univariate_twas_weights.rds"
"chr5" "ENSG00000169220" 177357924 171840000 181538259 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169220.univariate_twas_weights.rds"
"chr16" "ENSG00000169221" 30370494 28360000 34000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169221.univariate_twas_weights.rds"
"chr5" "ENSG00000169223" 177351668 171840000 181538259 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169223.univariate_twas_weights.rds"
"chr1" "ENSG00000169224" 247507058 244480000 248956422 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169224.univariate_twas_weights.rds"
"chr5" "ENSG00000169228" 177303744 171840000 181538259 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169228.univariate_twas_weights.rds"
"chr5" "ENSG00000169230" 177303799 171840000 181538259 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169230.univariate_twas_weights.rds"
"chr1" "ENSG00000169231" 155209051 153520000 156920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169231.univariate_twas_weights.rds"
"chr1" "ENSG00000169241" 155135344 153520000 156920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169241.univariate_twas_weights.rds"
"chr1" "ENSG00000169242" 155127876 153520000 156920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169242.univariate_twas_weights.rds"
"chr4" "ENSG00000169245" 76023497 75021118 77880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169245.univariate_twas_weights.rds"
"chr16" "ENSG00000169246" 21448567 19920000 22560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169246.univariate_twas_weights.rds"
"chr5" "ENSG00000169247" 149063163 147240000 151360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169247.univariate_twas_weights.rds"
"chr4" "ENSG00000169248" 76041415 75033682 77880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169248.univariate_twas_weights.rds"
"chr3" "ENSG00000169251" 161104696 160104695 162253532 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169251.univariate_twas_weights.rds"
"chr5" "ENSG00000169252" 148826611 147240000 151360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169252.univariate_twas_weights.rds"
"chr3" "ENSG00000169255" 161105411 160083883 162105411 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169255.univariate_twas_weights.rds"
"chr5" "ENSG00000169258" 176610156 171840000 177920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169258.univariate_twas_weights.rds"
"chr5" "ENSG00000169271" 54455699 52760000 55456377 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169271.univariate_twas_weights.rds"
"chr3" "ENSG00000169282" 156037701 155037700 157560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169282.univariate_twas_weights.rds"
"chr4" "ENSG00000169288" 77862830 75880000 78952785 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169288.univariate_twas_weights.rds"
"chr1" "ENSG00000169291" 154502412 153469772 155502412 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169291.univariate_twas_weights.rds"
"chr4" "ENSG00000169299" 37826660 35920000 40640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169299.univariate_twas_weights.rds"
"chr5" "ENSG00000169302" 147235026 146160000 151360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169302.univariate_twas_weights.rds"
"chr3" "ENSG00000169313" 151384753 150336843 153000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169313.univariate_twas_weights.rds"
"chr22" "ENSG00000169314" 23762990 20680000 24800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169314.univariate_twas_weights.rds"
"chr15" "ENSG00000169330" 79432336 77880000 82520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169330.univariate_twas_weights.rds"
"chr3" "ENSG00000169359" 155854456 154280000 157560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169359.univariate_twas_weights.rds"
"chr15" "ENSG00000169371" 75626469 74320000 76626469 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169371.univariate_twas_weights.rds"
"chr12" "ENSG00000169372" 93677375 92677374 94894840 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169372.univariate_twas_weights.rds"
"chr15" "ENSG00000169375" 75455842 74320000 76455842 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169375.univariate_twas_weights.rds"
"chr3" "ENSG00000169379" 93980139 91560000 97760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169379.univariate_twas_weights.rds"
"chr14" "ENSG00000169385" 20955487 0 24480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169385.univariate_twas_weights.rds"
"chr14" "ENSG00000169397" 20891399 0 24480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169397.univariate_twas_weights.rds"
"chr8" "ENSG00000169398" 141002216 139657900 142002216 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169398.univariate_twas_weights.rds"
"chr7" "ENSG00000169402" 6754109 5754108 8320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169402.univariate_twas_weights.rds"
"chr1" "ENSG00000169403" 28193936 26920000 30720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169403.univariate_twas_weights.rds"
"chr15" "ENSG00000169410" 75579315 74320000 76579315 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169410.univariate_twas_weights.rds"
"chr14" "ENSG00000169413" 20781268 0 24480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169413.univariate_twas_weights.rds"
"chr1" "ENSG00000169418" 153678688 151880000 155200000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169418.univariate_twas_weights.rds"
"chr8" "ENSG00000169427" 139704109 138600838 140704109 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169427.univariate_twas_weights.rds"
"chr4" "ENSG00000169429" 73740541 71720000 75920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169429.univariate_twas_weights.rds"
"chr2" "ENSG00000169432" 166375993 164640000 170240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169432.univariate_twas_weights.rds"
"chr8" "ENSG00000169436" 138914041 137588235 139914041 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169436.univariate_twas_weights.rds"
"chr8" "ENSG00000169439" 96493813 95493812 98160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169439.univariate_twas_weights.rds"
"chr1" "ENSG00000169442" 26317958 25317957 27320523 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169442.univariate_twas_weights.rds"
"chr8" "ENSG00000169490" 38996824 37720000 39996824 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169490.univariate_twas_weights.rds"
"chr8" "ENSG00000169495" 38974228 37720000 39988663 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169495.univariate_twas_weights.rds"
"chr8" "ENSG00000169499" 38901235 37720000 39973912 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169499.univariate_twas_weights.rds"
"chr1" "ENSG00000169504" 24745382 23720000 25844321 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169504.univariate_twas_weights.rds"
"chr2" "ENSG00000169507" 164955525 162320000 166280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169507.univariate_twas_weights.rds"
"chr13" "ENSG00000169508" 99307399 98294539 101120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169508.univariate_twas_weights.rds"
"chr19" "ENSG00000169515" 46413564 44680000 47960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169515.univariate_twas_weights.rds"
"chr11" "ENSG00000169519" 28108248 27108247 29527041 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169519.univariate_twas_weights.rds"
"chr11" "ENSG00000169550" 26572263 25559032 27572263 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169550.univariate_twas_weights.rds"
"chr2" "ENSG00000169554" 144521057 143000000 146720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169554.univariate_twas_weights.rds"
"chr2" "ENSG00000169564" 70087477 68080000 71089203 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169564.univariate_twas_weights.rds"
"chr5" "ENSG00000169567" 131224468 129760000 132224468 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169567.univariate_twas_weights.rds"
"chr5" "ENSG00000169570" 118988547 115280000 122160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169570.univariate_twas_weights.rds"
"chr9" "ENSG00000169583" 136996568 134040000 138394717 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169583.univariate_twas_weights.rds"
"chr16" "ENSG00000169592" 29995715 28360000 34000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169592.univariate_twas_weights.rds"
"chr1" "ENSG00000169598" 3857267 0 6480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169598.univariate_twas_weights.rds"
"chr2" "ENSG00000169599" 69437628 68080000 70437628 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169599.univariate_twas_weights.rds"
"chr2" "ENSG00000169604" 69013179 68013178 70280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169604.univariate_twas_weights.rds"
"chr2" "ENSG00000169607" 112764664 109760000 113764664 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169607.univariate_twas_weights.rds"
"chr15" "ENSG00000169609" 83011641 81988441 84560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169609.univariate_twas_weights.rds"
"chr15" "ENSG00000169612" 82986210 81986209 84560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169612.univariate_twas_weights.rds"
"chr2" "ENSG00000169618" 68643579 67643578 70280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169618.univariate_twas_weights.rds"
"chr2" "ENSG00000169621" 68467572 67467571 70280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169621.univariate_twas_weights.rds"
"chr16" "ENSG00000169627" 30194306 28360000 34000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169627.univariate_twas_weights.rds"
"chr2" "ENSG00000169629" 112434488 109760000 113600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169629.univariate_twas_weights.rds"
"chr22" "ENSG00000169635" 21417371 19720000 24800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169635.univariate_twas_weights.rds"
"chr1" "ENSG00000169641" 23177808 20520000 24177808 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169641.univariate_twas_weights.rds"
"chr17" "ENSG00000169660" 82418318 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169660.univariate_twas_weights.rds"
"chr4" "ENSG00000169676" 9781634 8440000 12760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169676.univariate_twas_weights.rds"
"chr2" "ENSG00000169679" 110678063 109637528 113600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169679.univariate_twas_weights.rds"
"chr16" "ENSG00000169682" 28974221 25040000 34000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169682.univariate_twas_weights.rds"
"chr17" "ENSG00000169683" 82023305 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169683.univariate_twas_weights.rds"
"chr15" "ENSG00000169684" 78565520 77565519 82520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169684.univariate_twas_weights.rds"
"chr17" "ENSG00000169689" 82024107 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169689.univariate_twas_weights.rds"
"chr9" "ENSG00000169692" 136687457 134040000 138394717 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169692.univariate_twas_weights.rds"
"chr17" "ENSG00000169696" 81976807 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169696.univariate_twas_weights.rds"
"chr17" "ENSG00000169710" 82098294 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169710.univariate_twas_weights.rds"
"chr3" "ENSG00000169714" 129183922 128040000 130183922 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169714.univariate_twas_weights.rds"
"chr16" "ENSG00000169715" 56625475 55440000 58760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169715.univariate_twas_weights.rds"
"chr17" "ENSG00000169718" 82065887 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169718.univariate_twas_weights.rds"
"chr17" "ENSG00000169727" 82050691 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169727.univariate_twas_weights.rds"
"chr17" "ENSG00000169733" 82051811 79720000 83257441 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169733.univariate_twas_weights.rds"
